bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten;admininstitution bfs code;Kostenbeitrag über Verbund / Zugehörigkeit;Kostenbeitrag über Uni/FH - Uni;Zugehörigkeit Institution;SAP - Name 1 (35 Zeichen);SAP - Name 2 (35 Zeichen);SAP - Name 3 (35 Zeichen);SAP - Name 4 (35 Zeichen)
A306;Sportmuseum Schweiz, Münchenstein;Sportmuseum Schweiz;Reinacherstrasse ;1;;4142;Münchenstein;ch;info@sportmuseum.ch;;;;;g;;;CHSPM;8110;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.530699, 7.605811;;;;;Sportmuseum Schweiz;;;
A310;Museum der Kulturen / Uni Basel - Ethnologie;Museum der Kulturen / Ethnologisches Seminar, Basel;Schlüsselberg ;17;;4051;Basel;ch;mkb.biblio@bs.ch;;;;;g;;;CHMKB;8014;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5569005, 7.5907204;U2001;;UNIBASV;UNIBASV;;;;
A316;Basler Afrika Bibliographien;Basler Afrika Bibliographien;Klosterberg ;21;;4051;Basel;ch;library@baslerafrika.ch;;;;;g;;;ESW;8001;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.5519188, 7.5901084;;;;;Basler Afrika Bibliographien;;;
A320;Karl-Barth-Archiv, Basel;Karl Barth-Archiv, Basel;Bruderholzallee ;26;;4059;Basel;ch;bartharchiv-theol@unibas.ch;Müller Boss;Franziska;Frau;;g;;;ESW;8001;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;47.5345555, 7.5872171;;;;;Karl Barth-Archiv;;;
A322;Uni Basel - Schweizerisches Tropen- und Public Health-Institut;Schweizerisches Tropen- und Public Health-Institut, Basel;Socinstr. ;57;;4051;Basel;ch;library@swisstph.ch;;;;;g;;;CHTRO;8015;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5559278, 7.5774318;U2001;;UNIBASV;UNIBASV;;;;
A326;Kunsthalle Basel;Kunsthalle (Basler Kunstverein);Klostergasse ;5;;4051;Basel;ch;bibliothek@kunsthalle.ch;Vogel;Regina;Frau;rvogel@kunsthallebasel.ch;g;;;CHKNB;8016;direkt;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;47.5531411, 7.5907362;;;;;Kunsthalle (Basler Kunstverein);;;
A332;Musik Akademie Basel;Musik Akademie Basel Vera Oeri-Bibliothek;Leonhardsstr. ;6;;4051;Basel;ch;bibliothek@mab-bs.ch;;;;;g;;;CHMSI;8017;direkt;recherchierte BfS-Zahlen;ja;569;1138;1138;;ja;;;;;;;;;;;;nein;BFK;nein;;47.5552787, 7.5860126;;;;;Musik Akademie Basel;Vera Oeri-Bibliothek;;
A342;Pädagogisches Zentrum PZ.BS, Basel;Pädagogisches Zentrum PZ.BS, Basel;Binningerstr. ;6;;4051;Basel;ch;bibliothek.pz@bs.ch;Meyer;Roger;Herr;Roger.Meyer@bs.ch;g;;;CHPDG;8018;direkt;Anzahl Aufnahmen;ja;400;800;800;;ja;;;;;;;;;;;;nein;Gemeinwesen;nein;;47.5504138, 7.5854413;;;;;Pädagogisches Zentrum PZ.BS;;;
A344;Schulpsychologischer Dienst, Basel;Schulpsychologischer Dienst, Basel;Austrasse ;67;;4051;Basel;ch;;Balmer;Maria;Frau;Maria.Balmer@bs.ch;g;;;ESW;8001;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;nein;Gemeinwesen;nein;;47.5541585, 7.5802414;;;;;Schulpsychologischer Dienst;;;
A348;Staatsarchiv Basel-Stadt;Staatsarchiv Basel-Stadt;Martinsgasse ;2;;4001;Basel;ch;;Wichers;Hermann;Herr;Hermann.Wichers@bs.ch ;g;;;CHBAS;8019;direkt;Anzahl Aufnahmen;ja;300;600;600;;ja;;;;;;;;;;;;nein;Gemeinwesen;nein;;47.558531, 7.5886789;;;;;Staatsarchiv Basel-Stadt;;;
A350;Uni Basel - Studentische Körperschaft;Studentische Körperschaft der Universität Basel Zeitungsecke;Petersplatz ;1;;4003;Basel;ch;;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5586129, 7.5827926;U2001;;UNIBASV;UNIBASV;;;;
A351;Bildungszentrum Gesundheit BZG BS, Münchenstein;Bildungszentrum Gesundheit Basel-Stadt;Binningerstrasse ;2;;4142;Münchenstein;ch;mediothek@bzgbs.ch;Krone;Maike;Frau;maike.krone@bzgbs.ch;g;;;CHBZG;8020;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;nein;Gemeinwesen;nein;;47.526626, 7.6110964;;;;;Bildungszentrum Gesundheit BS;;;
A353;Uni Basel - Informatik;Departement Informatik, Basel;Klingelbergstrasse ;50;;4056;Basel;ch;informatik@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5633801, 7.5803478;U2001;;UNIBASV;UNIBASV;;;;
A354;Uni Basel - Gender Studies;Zentrum Gender Studies, Basel;Rheinsprung ;21;;4051;Basel;ch;bibliothek-genderstudies@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5607556, 7.5854593;U2001;;UNIBASV;UNIBASV;;;;
A356;Uni Basel - Medienwissenschaft;Seminar für Medienwissenschaft, Basel;Holbeinstrasse ;12;;4051;Basel;ch;;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5545936, 7.58412;U2001;;UNIBASV;UNIBASV;;;;
A360;Gleichstellung,  Liestal;Gleichstellung für Frauen und Männer Kanton Basel-Landschaft;Kreuzboden a;1a;;4410;Liestal;ch;gleichstellung@bl.ch;Wachtl;Jana;Frau;jana.wachtl@bl.ch;g;;;CHFZG;8021;direkt;Freiwilliger Beitrag;ja;13;25;25;;ja;;;;;;;;;;;;nein;Gemeinwesen;nein;;47.4876364, 7.7290098;;;;;Gleichstellung für Frauen & Männer;Kanton Basel-Landschaft;;
A361;Uni Basel - Sprachenzentrum;Sprachenzentrum der Universität, Basel;Totentanz ;17;;4051;Basel;ch;info-sprachenzentrum@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5566759, 7.5835054;U2001;;UNIBASV;UNIBASV;;;;
A362;Uni Basel - Jüdische Studien;Zentrum für Jüdische Studien, Basel;Leimenstrasse ;48;;4051;Basel;ch;bibliothek-judaistik@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5531889, 7.5814235;U2001;;UNIBASV;UNIBASV;;;;
A363;Uni Basel - Kulturmanagement;Studienzentrum Kulturmanagement, Basel;Steinengraben ;22;;4051;Basel;ch;;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5542123, 7.5852195;U2001;;UNIBASV;UNIBASV;;;;
A364;Uni Basel - Lernzentrum Medizin;Lernzentrum Medizin, Basel;Klingelbergstrasse ;61;;4056;Basel;ch;lernzentrum-medizin@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5630662, 7.5796295;U2001;;UNIBASV;UNIBASV;;;;
A366;Uni Basel - Studienberatung;Studienberatung Basel;Steinengraben ;5;;4051;Basel;ch;studienberatung@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5556308, 7.584964;U2001;;UNIBASV;UNIBASV;;;;
A367;Uni Basel - eikones NFS Bildkritik;eikones NFS Bildkritik, Basel;Rheinsprung ;11;;4051;Basel;ch;bildkritik@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.558773, 7.5893705;;;;UNIBASV;;;;
A368;Uni Basel - Ressort Chancengleichheit;Ressort Chancengleichheit der Universität Basel;Petersgraben ;35;;4001;Basel;ch;chancengleichheit@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5583743, 7.5846261;U2001;;UNIBASV;UNIBASV;;;;
A369;Sammlung Morel, Basel;Sammlung Morel, Basel;St. Johanns-Vorstadt ;7;;4056;Basel;ch;;;;;;g;;;ESW;8001;Über Institution;Anzahl Aufnahmen;offen;0;0;0;Privatbibliothek, die als zukünftiges Vermächtsnis an die UB Basel erfasst ist;;;;;;;;;;;;;;;;;47.562592, 7.5849299;;;;UNIBASV;;;;
A370;Goetheanum, Dornach;Goetheanum, Dornach;Rüttiweg ;45;;4143;Dornach;ch;bibliothek@goetheanum.ch;Nilo;Johannes;Herr;johannes.nilo@goetheanum.ch;g;;;CHGTD;8022;direkt;Anzahl Aufnahmen;offen;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;47.4861574, 7.6203333;;;;;Goetheanum;;;
A371;Katholische Universitätsgemeinde (KUG), Basel ;Katholische Universitätsgemeinde, Basel;Herbergsgasse ;7;;4051;Basel;ch;kug@unibas.ch;Obruca;Jiri;Herr;jiri.obruca@unibas.ch;g;;;ESW;8001;direkt;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;47.5601065, 7.585553;;;;;Katholische Universitätsgemeinde;;;
A372;Uni Basel - Confucius Institute;Confucius Institute at the University of Basel;Steinengraben ;22;;4051;Basel;ch;info-ciub@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.5542123, 7.5852195;U2001;;UNIBASV;UNIBASV;;;;
A373;Uni Basel - Center for Philanthropy Studies (CEPS);Center for Philanthropy Studies (CEPS);Steinengraben ;22;;4051;Basel;ch;bibliothek-ceps@unibas.ch;;;;;g;;;ESW;8001;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2001;;UNIBASV;UNIBASV;;;;
A374;Rudolf Steiner Archiv, Dornach;Rudolf Steiner Archiv;Rüttiweg ;15;;4143;Dornach;ch;;;;;;g;;;CHRSA;8117;direkt;;;;;;Neu dazu gekommen, nach Versandaktion;ja;;;;;;;;;;;;;;nein;;;;;;;Rudolf Steiner Archiv;;;
A901;Uni Basel - UB Hauptbibliothek - Sonderlesesaal;;Schönbeinstr.;18-20;;4056;Basel;ch;;;;;;g;;ja;;;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIBAS;;;;
AA;Amt für Archäologie Thurgau, Frauenfeld;Amt für Archäologie Thurgau;St. Gallerstrasse ;1;;8510;Frauenfeld;ch;archaeologie@tg.ch;;;;;g;;nein;;;Über Institution;;ja;50;100;100;;;;;;;;;;;;;;;;;;;;;;KBTG;;;;
acv;Archives cantonales vaudoises, Chavannes-près-Renens;Archives cantonales vaudoises (Arch. cant.);Rue de la Mouline ;32;;1022;Chavannes-près-Renens;ch;info.acv@vd.ch;Margueron;Claudia;Frau;;f;;nein;;;direkt;Anzahl Aufnahmen;ja;200;400;400;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Archives cantonales vaudoises;;;
ADG;Archäologischer Dienst Graubünden, Chur;Archäologischer Dienst Graubünden (ADG);Loëstrasse ;26;;7001;Chur;ch;info@adg.gr.ch;;;;;g;;nein;;;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;;;;;;;;;;;;;ja;;;;46.8542741, 9.5381186;;BGR;;BGRKB;;;;
AFU;Amt für Natur und Umwelt, Chur;Amt für Natur und Umwelt (ANU);Gürtelstr. ;89;;7000;Chur;ch;info@anu.gr.ch;;;;;g;;;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;46.8568026, 9.531549;;BGR;;BGRKB;;;;
AFW;Amt für Wald, Chur;Amt für Wald (AFW);Loëstr. ;14;;7000;Chur;ch;info@awn.gr.ch;;;;;g;;;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;46.853863, 9.5377455;;BGR;;BGRKB;;;;
AKB;Aargauer Kantonsbibliothek, Aarau;Aargauer Kantonsbibliothek, Aarau;Aargauerplatz;;;5001;Aarau;ch;kantonsbibliothek@ag.ch;;;;;g;U4001;;CHAKB;8095;Über Institution;BfS-Zahlen;ja;733;1466;1466;;;;;;;;;;;;;;ja;;;;47.3904621, 8.0451976;;ABN;;ABNKB;;;;
AKS;Alte Kantonsschule Aarau;Alte Kantonsschule, Mediothek;Bahnhofstrasse ;91;;5001;Aarau;ch;medien.aksa@ag.ch;;;;;g;;;CHAKB;8095;Über Institution;Anzahl Aufnahmen;ja;200;400;400;;;;;;;;;;;;;;ja;;;;47.3933513, 8.0531966;;ABN;;ABNKB;;;;
ALEXREPO;Forschungsplattform Alexandria;Forschungsplattform Alexandria;Tellstrasse ;2;Gebäude 58;9000;St. Gallen;ch;alexandria@unisg.ch;;;;;g;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARC;Staatsarchiv Thurgau, Frauenfeld;Staatsarchiv Thurgau;Zürcherstrasse ;221;;8510;Frauenfeld;ch;staatsarchiv@tg.ch;;;;;g;;nein;;;Über Institution;;ja;50;100;100;;;;;;;;;;;;;;;;;;;;;;KBTG;;;;
ASL;Archivio storico della Città di Lugano;Archivio storico Città di Lugano;Strada di Gandria ;4;;6976;Lugano-Castagnola;ch;archiviostorico@lugano.ch;;;;;i;;;CHSBT;8023;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.0013725, 8.977086;;;;;Archivio storico Città di Lugano;;;
avl;Archives de la Ville de Lausanne;Archives de la Ville de Lausanne;Rue du Maupas ;47;;1004;Lausanne;ch;archives@lausanne.ch;Sardet;Fréderic;Herr;frederic.sardet@lausanne.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Archives de la Ville de Lausanne;;;
AX999;Alexandria - Bibliothek fehlt;Alexandria;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B400;Uni Bern - UB Speichermagazin;Uni Bern - UB Speichermagazin;Fabrikstrasse ;8;;3012;Bern;ch;;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9534713, 7.4227339;U2002;;UNIBE;UNIBE;;;;
B404;Uni Bern - Bibliothek Münstergasse (BMü);Uni Bern - Bibliothek Münstergasse;Münstergasse ;61;;3011;Bern;ch;info@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9473404, 7.4490093;U2002;;UNIBE;UNIBE;;;;
B405;Uni Bern - Online;;;;;;;ch;;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2002;;UNIBE;UNIBE;;;;
B406;Berner BZ Pflege - Online;Berner Bildungszentrum Pflege - Online;;;;;;ch;;;;;;g;;;CHBBP;8031;Über Institution;;;0;0;0;Betrag zu B433 addiert;;;;;;;;;;;;;;;;;;verrechnet mit B433;IDSBBBE;;IDSBBBEKB;;;;
B407;EHB Zollikofen - Online;Eidg. Hochschulinstitut für Berufsbildung - Online;;;;;;ch;;;;;;g;;;CHEHB;8092;Über Institution;;;0;0;0;Betrag zu B418 addiert;;;;;;;;;;;;;;;;;;verrechnet mit EHB B418;IDSBBBE;;IDSBBBEKB;;;;
B410;Uni Bern - Basisbibliothek Unitobler (BTO);Universitätsbibliothek Bern;Länggassstr.;49a;;3012;Bern;ch;bto@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
B412;Uni Bern - Bibliografie der Berner Geschichte (BBG);Bibliographie der Berner Geschichte (BBG);Hochschulstrasse ;6;;3012;Bern;ch;info@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2002;;UNIBE;UNIBE;;;;
B415;Uni Bern - Schweizerische Osteuropabibliothek (SOB);Universitätsbibliothek Bern, Schweizerische Osteuropabibliothek (SOB);Hallerstrasse ;6;;3012;Bern;ch;sob@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9521621, 7.4349936;U2002;;UNIBE;UNIBE;;;;
B418;EHB Zollikofen;Eidgenössisches Hochschulinstitut Berufsbildung Zollikofen;Kirchlindachstrasse ;79;;3052;Zollikofen;ch;bibliothek@ehb.swiss;;;;;g;;;CHEHB;8092;Über Institution;Anzahl Aufnahmen;ja;225;450;450;;;;;;;;;;;;;;nein;BFK;;;47.001482, 7.4507281;;IDSBB BE;;IDSBBBEKB;;;;
B420;BFH - HKB Musikbibliothek, Bern;Hochschule der Künste Bern, Musikbibliothek;Papiermühlestrasse;13j;;3014;Bern;ch;staatsarchiv@be.ch;;;;;g;U5001_108;;CHBRN;8025;Über Institution;BfS-Zahlen;ja;307;614;614;;;;;;;;;;;;;;nein;BFK;;;46.9562624, 7.4587982;;IDSBB BE;;IDSBBBEKB;;;;
B424;SBB Historic, Windisch;SBB Historic;Lagerstrasse;;;5210;Windisch;ch;info@sbbhistoric.ch;;;;;g;;;CHSBB;8026;Über Institution;Anzahl Aufnahmen;ja;175;350;350;;;;;;;;;;;;;;ja;;;;47.4768357, 8.2067801;;;;IDSBBBEKB;;;;
B425;Schule für Gestaltung Bern;Schule für Gestaltung Bern und Biel, Bern;Schänzlihalde ;31;;3013;Bern;ch;mediathek@sfgb-b.ch;;;;;g;;;CHSGB;8027;Über Institution;Anzahl Aufnahmen;ja;150;300;300;;;;;;;;;;;;;;ja;;;;46.9536461, 7.4461634;;;;IDSBBBEKB;;;;
B429;PTT-Archiv / Bibliothek MfK, Köniz;Historisches Archiv und Bibliothek PTT;Sägestrasse ;77;;3098;Köniz;ch;archiv@mfk.ch;;;;;g;;;CHMKH;8028;Über Institution;Anzahl Aufnahmen;ja;475;950;950;;;;;;;;;;;;;;ja;;;;46.9240763, 7.4137919;;;;IDSBBBEKB;;;;
B432;Swissmedic, Bern;Bibliothek Swissmedic;Hallerstrasse ;7;;3012;Bern;ch;bibliothek@swissmedic.ch;;;;;g;;;CHWIS;8030;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;46.9520632, 7.4354928;;IDSBB BE;;IDSBBBEKB;;;;
B433;Berner BZ Pflege, Bern;;Freiburgstrasse ;133;;3008;Bern;ch;bibliothek@bzpflege.ch;;;;;g;;;CHBBP;8031;Über Institution;Anzahl Aufnahmen;ja;100;200;200;;;;;;;;;;;;;;ja;;;;46.943163, 7.4090675;;IDSBB BE;;IDSBBBEKB;;;;
B434;Staatsarchiv des Kantons Bern;Staatskanzlei des Kantons Bern;Falkenplatz ;4;;3001;Bern;ch;staatsarchiv@be.ch;;;;;g;;;CHKAN;8032;Über Institution;Anzahl Aufnahmen;ja;250;500;500;;;;;;;;;;;;;;ja;;;;46.9510378, 7.4370955;;;;IDSBBBEKB;;;;
B437;Sportmediathek Magglingen;Sportmediathek Magglingen, Bern;Hauptstrasse ;247;;2532;Magglingen/Macolin;ch;biblio@baspo.admin.ch;;;;;g;U5001_110;;CHMAG;8033;Über Institution;BfS-Zahlen;ja;225;449;449;;;;;;;;;;;;;;nein;BFK;;;47.1381002, 7.2133873;;IDSBB BE;;IDSBBBEKB;;;;
B439;Berner BZ Pflege, Thun;Berner Bildungszentrum Pflege, Thun;Krankenhausstrasse;12L;;3600;Thun;ch;bibliothek@bzpflege.ch;;;;;g;;;CHBBP;8031;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;46.7614655, 7.6349058;;IDSBB BE;;IDSBBBEKB;;;;
B440;Burgerbibliothek Bern;Burgerbibliothek Bern;Münstergasse ;63;;3011;Bern;ch;bbb@burgerbib.ch;;;;;g;;;CHBBB;8034;Über Institution;Anzahl Aufnahmen;ja;175;350;350;;;;;;;;;;;;;;ja;;;;46.9473494, 7.4483657;;;;IDSBBBEKB;;;;
B445;Gosteli-Stiftung, Worblaufen;Gosteli-Stiftung, Archiv zur Geschichte der schweizerischen Frauenbewegung;Altikofenstrasse ;186;;3048;Worblaufen;ch;info@gosteli-foundation.ch;;;;;g;;;CHGAR;8035;Über Institution;Anzahl Aufnahmen;ja;250;500;500;;;;;;;;;;;;;;ja;;;;46.979784, 7.4624736;;;;IDSBBBEKB;;;;
B451;Uni Bern - Universitätsarchiv;Bibliotheksinformation Bern;Hochschulstrasse ;4;;3012;Bern;ch;;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9504081, 7.4381464;U2002;;UNIBE;UNIBE;;;;
B452;Uni Bern - Fachbereichsbibliothek Bühlplatz (FBB);Universitätsbibliothek Bern, Fachbereichsbibliothek Bühlplatz (FBB);Baltzerstrasse ;4;;3012;Bern;ch;fbb@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9519098, 7.4285831;U2002;;UNIBE;UNIBE;;;;
B455;Uni Bern - Geschlechterforschung;UB Bern. Interdisziplinäres Zentrum für Geschlechterforschung (IZFG);Vereinsweg ;23;;3012;Bern;ch;;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9545085, 7.4347353;U2002;;UNIBE;UNIBE;;;;
B464;Uni Bern - Juristische Forschungsbibliothek (JFB);UB Bern - Juristische Forschungsbibliothek (JFB);Schanzenecktrasse ;1;;3012;Bern;ch;jfb@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.950255, 7.435815;U2002;;UNIBE;UNIBE;;;;
B465;Uni Bern - Juristische Bibliothek (JBB);Universitätsbibliothek Bern, Juristische Bibliothek (JBB);Hochschulstrasse ;4;;3012;Bern;ch;jbb@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9504081, 7.4381464;U2002;;UNIBE;UNIBE;;;;
B466;Uni Bern - Eugen Huber Bibliothek;UB Bern - Eugen Huber Bibliothek;Schanzeneckstrasse ;1;;3012;Bern;ch;jfb@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.950255, 7.435815;U2002;;UNIBE;UNIBE;;;;
B467;Uni Bern - Geographie;Universitätsbibliothek Bern, Bibliothek Geographie;Hallerstrasse ;12;;3012;Bern;ch;biblio.giub@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9527378, 7.4352432;U2002;;UNIBE;UNIBE;;;;
B470;Uni Bern - Evangelische Theologie;UB Bern - Bibliothek evangelische Theologie;Länggassstrasse ;51;;3012;Bern;ch;evtheol@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9546714, 7.42987;U2002;;UNIBE;UNIBE;;;;
B476;Uni Bern - Anglistik;Universitätsbibliothek Bern, English Department Library;Länggassstrasse ;49;;3012;Bern;ch;anglistik@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
B478;Uni Bern - Sprachwissenschaft;Universitätsbibliothek Bern, Bibliothek Sprachwissenschaft;Länggassstrasse ;49;;3012;Bern;ch;linguistik@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
B488;Uni Bern - Slavistik;Universitätsbibliothek Bern, Bibliothek Slavistik;Länggassstrasse ;49;;3012;Bern;ch;slavistik@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
B490;Uni Bern - Germanistik;Universitätsbibliothek Bern, Bibliothek Germanistik;Länggassstrasse ;49;;3012;Bern;ch;germanistik@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
B492;Uni Bern - Geschichte;Universitätsbibliothek Bern, Bibliothek Geschichte;Länggassstrasse ;49;;3012;Bern;ch;geschichte@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
B498;Uni Bern - Romanistik;Universitätsbiblothek Bern, Bibliothek Romanistik;Länggassstrasse ;49;;3012;Bern;ch;bibliorom@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
B500;Uni Bern - Bibliothek vonRoll (BvR);Universitätsbibliothek Bern, Bibliothek vonRoll (BvR);Fabrikstrasse ;8;;3012;Bern;ch;vonroll@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9534713, 7.4227339;U2002;;UNIBE;UNIBE;;;;
B501;Uni Bern - Bibliothek Lerchenweg;Universitätsbibliothek Bern, Bibliothek Lerchenweg;Lerchenweg ;36;;3012;Bern;ch;lerchenweg@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9538563, 7.4303535;U2002;;UNIBE;UNIBE;;;;
B503;Uni Bern - Philosophie;Universitätsbibliothek Bern, Bibliothek Philosophie;Länggassstrasse;49a;;3012;Bern;ch;philosophie@ub.unibe.ch;;;;;g;;;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9543207, 7.4304218;U2002;;UNIBE;UNIBE;;;;
