bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten
A351;Bildungszentrum Gesundheit BZG BS, Münchenstein;Bildungszentrum Gesundheit Basel-Stadt;Binningerstrasse ;2;;4142;Münchenstein;ch;mediothek@bzgbs.ch;Krone;Maike;Frau;maike.krone@bzgbs.ch;g;;ja;CHBZG;8020;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;nein;Gemeinwesen;nein;;47.526626, 7.6110964
A354;Uni Basel - Gender Studies;Zentrum Gender Studies, Basel;Rheinsprung ;21;;4051;Basel;ch;bibliothek-genderstudies@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5607556, 7.5854593
A356;Uni Basel - Medienwissenschaft;Seminar für Medienwissenschaft, Basel;Holbeinstrasse ;12;;4051;Basel;ch;;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5545936, 7.58412
A360;Gleichstellung,  Liestal;Gleichstellung für Frauen und Männer Kanton Basel-Landschaft;Kreuzboden;1a;;4410;Liestal;ch;gleichstellung@bl.ch;Wachtl;Jana;Frau;jana.wachtl@bl.ch;g;;ja;CHFZG;8021;direkt;Freiwilliger Beitrag;ja;13;25;25;;ja;;;;;;;;;;;;nein;Gemeinwesen;nein;;47.4876364, 7.7290098
A361;Uni Basel - Sprachenzentrum;Sprachenzentrum der Universität, Basel;Totentanz ;17;;4051;Basel;ch;info-sprachenzentrum@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5566759, 7.5835054
A362;Uni Basel - Jüdische Studien;Zentrum für Jüdische Studien, Basel;Leimenstrasse ;48;;4051;Basel;ch;bibliothek-judaistik@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5531889, 7.5814235
A363;Uni Basel - Kulturmanagement;Studienzentrum Kulturmanagement, Basel;Steinengraben ;22;;4051;Basel;ch;;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5542123, 7.5852195
A364;Uni Basel - Lernzentrum Medizin;Lernzentrum Medizin, Basel;Klingelbergstrasse ;61;;4056;Basel;ch;lernzentrum-medizin@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5630662, 7.5796295
A366;Uni Basel - Studienberatung;Studienberatung Basel;Steinengraben ;5;;4051;Basel;ch;studienberatung@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5556308, 7.584964
A367;Uni Basel - eikones NFS Bildkritik;eikones NFS Bildkritik, Basel;Rheinsprung ;11;;4051;Basel;ch;bildkritik@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.558773, 7.5893705
A368;Uni Basel - Ressort Chancengleichheit;Ressort Chancengleichheit der Universität Basel;Petersgraben ;35;;4001;Basel;ch;chancengleichheit@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5583743, 7.5846261
A369;Sammlung Morel, Basel;Sammlung Morel, Basel;St. Johanns-Vorstadt ;7;;4056;Basel;ch;;;;;;g;;ja;ESW;8001;Über Institution;Anzahl Aufnahmen;offen;0;0;0;Privatbibliothek, die als zukünftiges Vermächtsnis an die UB Basel erfasst ist;ja;;;;;;;;;;;;;;;;47.562592, 7.5849299
A370;Goetheanum, Dornach;Goetheanum, Dornach;Rüttiweg ;45;;4143;Dornach;ch;bibliothek@goetheanum.ch;Nilo;Johannes;Herr;johannes.nilo@goetheanum.ch;g;;ja;CHGTD;8022;direkt;Anzahl Aufnahmen;nein;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;47.4861574, 7.6203333
A371;Katholische Universitätsgemeinde (KUG), Basel ;Katholische Universitätsgemeinde, Basel;Herbergsgasse ;7;;4051;Basel;ch;kug@unibas.ch;Obruca;Jiri;Herr;jiri.obruca@unibas.ch;g;;ja;ESW;8001;direkt;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;47.5601065, 7.585553
A372;Uni Basel - Confucius Institute;Confucius Institute at the University of Basel;Steinengraben ;22;;4051;Basel;ch;info-ciub@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.5542123, 7.5852195
A373;Uni Basel - Center for Philanthropy Studies (CEPS);Center for Philanthropy Studies (CEPS);Steinengraben ;22;;4051;Basel;ch;bibliothek-ceps@unibas.ch;;;;;g;;ja;ESW;8001;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
A374;Rudolf Steiner Archiv, Dornach;Rudolf Steiner Archiv;Rüttiweg ;15;;4143;Dornach;ch;;;;;;g;;ja;CHRSA;8117;direkt;;;;;;Neu dazu gekommen, nach Versandaktion;ja;;;;;;;;;;;;;;nein;;
A901;Uni Basel - UB Hauptbibliothek - Sonderlesesaal;;Schönbeinstr.;18-20;;4056;Basel;ch;;;;;;g;;ja;;;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;
AA;Amt für Archäologie Thurgau, Frauenfeld;Amt für Archäologie Thurgau;St. Gallerstrasse ;1;;8510;Frauenfeld;ch;archaeologie@tg.ch;;;;;g;;nein;;;Über Institution;;ja;50;100;100;;ja;;;;;;;;;;;;;;;;
acv;Archives cantonales vaudoises, Chavannes-près-Renens;Archives cantonales vaudoises (Arch. cant.);Rue de la Mouline ;32;;1022;Chavannes-près-Renens;ch;info.acv@vd.ch;Margueron;Claudia;Frau;;f;;nein;;;direkt;Anzahl Aufnahmen;ja;200;400;400;;ja;;;;;;;;;;;;ja;;nein;;
ADG;Archäologischer Dienst Graubünden, Chur;Archäologischer Dienst Graubünden (ADG);Loëstrasse ;26;;7001;Chur;ch;info@adg.gr.ch;;;;;g;;nein;;;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;;;46.8542741, 9.5381186
AFU;Amt für Natur und Umwelt, Chur;Amt für Natur und Umwelt (ANU);Gürtelstr. ;89;;7000;Chur;ch;info@anu.gr.ch;;;;;g;;ja;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.8568026, 9.531549
AFW;Amt für Wald, Chur;Amt für Wald (AFW);Loëstr. ;14;;7000;Chur;ch;info@awn.gr.ch;;;;;g;;ja;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.853863, 9.5377455
AKB;Aargauer Kantonsbibliothek, Aarau;Aargauer Kantonsbibliothek, Aarau;Aargauerplatz;;;5001;Aarau;ch;kantonsbibliothek@ag.ch;;;;;g;U4001;ja;CHAKB;8095;Über Institution;BfS-Zahlen;ja;733;1466;1466;;ja;;;;;;;;;;;;ja;;;;47.3904621, 8.0451976
AKS;Alte Kantonsschule Aarau;Alte Kantonsschule, Mediothek;Bahnhofstrasse ;91;;5001;Aarau;ch;medien.aksa@ag.ch;;;;;g;;ja;CHAKB;8095;Über Institution;Anzahl Aufnahmen;ja;200;400;400;;ja;;;;;;;;;;;;ja;;;;47.3933513, 8.0531966
ALEXREPO;Forschungsplattform Alexandria;Forschungsplattform Alexandria;Tellstrasse ;2;Gebäude 58;9000;St. Gallen;ch;alexandria@unisg.ch;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
ARC;Staatsarchiv Thurgau, Frauenfeld;Staatsarchiv Thurgau;Zürcherstrasse ;221;;8510;Frauenfeld;ch;staatsarchiv@tg.ch;;;;;g;;nein;;;Über Institution;;ja;50;100;100;;ja;;;;;;;;;;;;;;;;
ASL;Archivio storico della Città di Lugano;Archivio storico Città di Lugano;Strada di Gandria ;4;;6976;Lugano-Castagnola;ch;archiviostorico@lugano.ch;;;;;i;;ja;CHSBT;8023;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.0013725, 8.977086
avl;Archives de la Ville de Lausanne;Archives de la Ville de Lausanne;Rue du Maupas ;47;;1004;Lausanne;ch;archives@lausanne.ch;Sardet;Fréderic;Herr;frederic.sardet@lausanne.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;
AX999;Alexandria - Bibliothek fehlt;Alexandria;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
B400;Uni Bern - UB Speichermagazin;Uni Bern - UB Speichermagazin;Fabrikstrasse ;8;;3012;Bern;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9534713, 7.4227339
B404;Uni Bern - Bibliothek Münstergasse (BMü);Uni Bern - Bibliothek Münstergasse;Münstergasse ;61;;3011;Bern;ch;info@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9473404, 7.4490093
B405;Uni Bern - Online;;;;;;;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
B406;Berner BZ Pflege - Online;Berner Bildungszentrum Pflege - Online;;;;;;ch;;;;;;g;;ja;CHBBP;8031;Über Institution;;;0;0;0;Betrag zu B433 addiert;ja;;;;;;;;;;;;;;;;
B407;EHB Zollikofen - Online;Eidg. Hochschulinstitut für Berufsbildung - Online;;;;;;ch;;;;;;g;;ja;CHEHB;8092;Über Institution;;;0;0;0;Betrag zu B418 addiert;ja;;;;;;;;;;;;;;;;
B410;Uni Bern - Basisbibliothek Unitobler (BTO);Universitätsbibliothek Bern;Länggassstr.;49a;;3012;Bern;ch;bto@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B412;Uni Bern - Bibliografie der Berner Geschichte (BBG);Bibliographie der Berner Geschichte (BBG);Hochschulstrasse ;6;;3012;Bern;ch;info@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
B415;Uni Bern - Schweizerische Osteuropabibliothek (SOB);Universitätsbibliothek Bern, Schweizerische Osteuropabibliothek (SOB);Hallerstrasse ;6;;3012;Bern;ch;sob@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9521621, 7.4349936
B418;EHB Zollikofen;Eidgenössisches Hochschulinstitut Berufsbildung Zollikofen;Kirchlindachstrasse ;79;;3052;Zollikofen;ch;bibliothek@ehb.swiss;;;;;g;;ja;CHEHB;8092;Über Institution;Anzahl Aufnahmen;ja;225;450;450;;ja;;;;;;;;;;;;nein;BFK;;;47.001482, 7.4507281
B420;BFH - HKB Musikbibliothek, Bern;Hochschule der Künste Bern, Musikbibliothek;Papiermühlestrasse;13j;;3014;Bern;ch;staatsarchiv@be.ch;;;;;g;U5001_108;ja;CHBRN;8025;Über Institution;BfS-Zahlen;ja;307;614;614;;ja;;;;;;;;;;;;nein;BFK;;;46.9562624, 7.4587982
B424;SBB Historic, Windisch;SBB Historic;Lagerstrasse;;;5210;Windisch;ch;info@sbbhistoric.ch;;;;;g;;ja;CHSBB;8026;Über Institution;Anzahl Aufnahmen;ja;175;350;350;;ja;;;;;;;;;;;;ja;;;;47.4768357, 8.2067801
B425;Schule für Gestaltung Bern;Schule für Gestaltung Bern und Biel, Bern;Schänzlihalde ;31;;3013;Bern;ch;mediathek@sfgb-b.ch;;;;;g;;ja;CHSGB;8027;Über Institution;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;;;46.9536461, 7.4461634
B429;PTT-Archiv / Bibliothek MfK, Köniz;Historisches Archiv und Bibliothek PTT;Sägestrasse ;77;;3098;Köniz;ch;archiv@mfk.ch;;;;;g;;ja;CHMKH;8028;Über Institution;Anzahl Aufnahmen;ja;475;950;950;;ja;;;;;;;;;;;;ja;;;;46.9240763, 7.4137919
B432;Swissmedic, Bern;Bibliothek Swissmedic;Hallerstrasse ;7;;3012;Bern;ch;bibliothek@swissmedic.ch;;;;;g;;ja;CHWIS;8030;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.9520632, 7.4354928
B433;Berner BZ Pflege, Bern;;Freiburgstrasse ;133;;3008;Bern;ch;bibliothek@bzpflege.ch;;;;;g;;ja;CHBBP;8031;Über Institution;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;;;46.943163, 7.4090675
B434;Staatsarchiv des Kantons Bern;Staatskanzlei des Kantons Bern;Falkenplatz ;4;;3001;Bern;ch;staatsarchiv@be.ch;;;;;g;;ja;CHKAN;8032;Über Institution;Anzahl Aufnahmen;ja;250;500;500;;ja;;;;;;;;;;;;ja;;;;46.9510378, 7.4370955
B437;Sportmediathek Magglingen;Sportmediathek Magglingen, Bern;Hauptstrasse ;247;;2532;Magglingen/Macolin;ch;biblio@baspo.admin.ch;;;;;g;U5001_110;ja;CHMAG;8033;Über Institution;BfS-Zahlen;ja;225;449;449;;ja;;;;;;;;;;;;nein;BFK;;;47.1381002, 7.2133873
B439;Berner BZ Pflege, Thun;Berner Bildungszentrum Pflege, Thun;Krankenhausstrasse;12L;;3600;Thun;ch;bibliothek@bzpflege.ch;;;;;g;;ja;CHBBP;8031;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.7614655, 7.6349058
B440;Burgerbibliothek Bern;Burgerbibliothek Bern;Münstergasse ;63;;3011;Bern;ch;bbb@burgerbib.ch;;;;;g;;ja;CHBBB;8034;Über Institution;Anzahl Aufnahmen;ja;175;350;350;;ja;;;;;;;;;;;;ja;;;;46.9473494, 7.4483657
B445;Gosteli-Stiftung, Worblaufen;Gosteli-Stiftung, Archiv zur Geschichte der schweizerischen Frauenbewegung;Altikofenstrasse ;186;;3048;Worblaufen;ch;info@gosteli-foundation.ch;;;;;g;;ja;CHGAR;8035;Über Institution;Anzahl Aufnahmen;ja;250;500;500;;ja;;;;;;;;;;;;ja;;;;46.979784, 7.4624736
B451;Uni Bern - Universitätsarchiv;Bibliotheksinformation Bern;Hochschulstrasse ;4;;3012;Bern;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9504081, 7.4381464
B452;Uni Bern - Fachbereichsbibliothek Bühlplatz (FBB);Universitätsbibliothek Bern, Fachbereichsbibliothek Bühlplatz (FBB);Baltzerstrasse ;4;;3012;Bern;ch;fbb@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9519098, 7.4285831
B455;Uni Bern - Geschlechterforschung;UB Bern. Interdisziplinäres Zentrum für Geschlechterforschung (IZFG);Vereinsweg ;23;;3012;Bern;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9545085, 7.4347353
B464;Uni Bern - Juristische Forschungsbibliothek (JFB);UB Bern - Juristische Forschungsbibliothek (JFB);Schanzenecktrasse ;1;;3012;Bern;ch;jfb@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.950255, 7.435815
B465;Uni Bern - Juristische Bibliothek (JBB);Universitätsbibliothek Bern, Juristische Bibliothek (JBB);Hochschulstrasse ;4;;3012;Bern;ch;jbb@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9504081, 7.4381464
B466;Uni Bern - Eugen Huber Bibliothek;UB Bern - Eugen Huber Bibliothek;Schanzeneckstrasse ;1;;3012;Bern;ch;jfb@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.950255, 7.435815
B467;Uni Bern - Geographie;Universitätsbibliothek Bern, Bibliothek Geographie;Hallerstrasse ;12;;3012;Bern;ch;biblio.giub@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9527378, 7.4352432
B470;Uni Bern - Evangelische Theologie;UB Bern - Bibliothek evangelische Theologie;Länggassstrasse ;51;;3012;Bern;ch;evtheol@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9546714, 7.42987
B476;Uni Bern - Anglistik;Universitätsbibliothek Bern, English Department Library;Länggassstrasse ;49;;3012;Bern;ch;anglistik@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B478;Uni Bern - Sprachwissenschaft;Universitätsbibliothek Bern, Bibliothek Sprachwissenschaft;Länggassstrasse ;49;;3012;Bern;ch;linguistik@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B488;Uni Bern - Slavistik;Universitätsbibliothek Bern, Bibliothek Slavistik;Länggassstrasse ;49;;3012;Bern;ch;slavistik@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B490;Uni Bern - Germanistik;Universitätsbibliothek Bern, Bibliothek Germanistik;Länggassstrasse ;49;;3012;Bern;ch;germanistik@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B492;Uni Bern - Geschichte;Universitätsbibliothek Bern, Bibliothek Geschichte;Länggassstrasse ;49;;3012;Bern;ch;geschichte@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B498;Uni Bern - Romanistik;Universitätsbiblothek Bern, Bibliothek Romanistik;Länggassstrasse ;49;;3012;Bern;ch;bibliorom@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B500;Uni Bern - Bibliothek vonRoll (BvR);Universitätsbibliothek Bern, Bibliothek vonRoll (BvR);Fabrikstrasse ;8;;3012;Bern;ch;vonroll@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9534713, 7.4227339
B501;Uni Bern - Bibliothek Lerchenweg;Universitätsbibliothek Bern, Bibliothek Lerchenweg;Lerchenweg ;36;;3012;Bern;ch;lerchenweg@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9538563, 7.4303535
B503;Uni Bern - Philosophie;Universitätsbibliothek Bern, Bibliothek Philosophie;Länggassstrasse;49a;;3012;Bern;ch;philosophie@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B505;Uni Bern - Klassische Philologie;UB Bern - Bibliothek Klassische Philologie;Länggassstrasse ;49;;3012;Bern;ch;klassphilo@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9543207, 7.4304218
B507;Uni Bern - Christkatholische Theologie;UB Bern - Bibliothek Christkatholische Theologie;Länggassstrasse ;51;;3012;Bern;ch;christkath@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9546714, 7.42987
B513;Campus Muristalden, Bern;Campus Muristalden, Bern;Muristrasse ;8;;3006;Bern;ch;info@muristalden.ch;;;;;g;;ja;CHCMB;8037;Über Institution;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;;;46.9443304, 7.460236
B517;PH Bern - Medienbildung (IWM);Pädagogische Hochschule Bern, Bibliothek des Instituts für Medienbildung (PHBERN)  und Medienwerkstatt IMB;Helvetiaplatz ;2;;3005;Bern;ch;mediothek.iwm@phbern.ch;;;;;g;U9001;ja;CHPDI;8036;Über Institution;BfS-Zahlen;ja;1547;3094;3094;;ja;;;;;;;;;;;;nein;BFK;;;46.9441831, 7.448549
B521;Uni Bern - Zahnmedizin; UB Bern - Bibliothek Zahnmedizin (ZMK);Freiburgstrasse ;7;;3010;Bern;ch;zmk@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.94743, 7.4267976
B525;Uni Bern - Management im Gesundheitswesen;UB Bern - Bibliothek Management im Gesundheitswesen;Sidlerstrasse ;6;;3012;Bern;ch;info-mig@rw.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9511727, 7.4376735
B527;Uni Bern - Sozial- und Präventivmedizin;Universitätsbibliothek Bern, Bibliothek Sozial- und Präventivmedizin (ISPM);Mittelstrasse ;43;;3012;Bern;ch;ispm@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9489325, 7.4301863
B529;Uni Bern - Rechtsmedizin;UB Bern - Bibliothek Rechtsmedizin;Bühlstrasse ;20;;3012;Bern;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9510103, 7.4291219
B531;Uni Bern - Medizinische Lehre;UB Bern - Medizinische Lehre;Konsumstrasse ;13;;3010;Bern;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9442006, 7.425485
B534;Uni Bern - Vorderasiatische Archäologie (IAW);Universitätsbibliothek Bern, Bibliothek vorderasiatische Archäologie;Länggassstrasse ;10;;3012;Bern;ch;archaeologie.va@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9518832, 7.434639
B540;Uni Bern - Vetsuisse;Universitätsbibliothek Bern, Bibliothek Vetsuisse;Länggassstrasse ;120;;3012;Bern;ch;vetsuissebern@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9563802, 7.4270977
B542;Uni Bern - UPD Waldau;Universitäre psychiatrische Dienste, Universitätsklinik für Psychiatrie (UPD WA);Bolligenstrasse ;111;;3000;Bern;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9655936, 7.4806003
B550;Uni Bern - Archäologie des Mittelmeerraumes (IAW);UB Bern - Bibliothek Archäologie des Mittelmeerraumes;Länggassstrasse ;10;;3012;Bern;ch;;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9518832, 7.434639
B552;Uni Bern - Pflanzenwissenschaften;Universitätsbibliothek Bern, Bibliothek Pflanzenwissenschaften;Altenbergrain ;21;;3013;Bern;ch;ips@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9535203, 7.4452927
B554;Uni Bern - Chemie und Biochemie;UB Bern - Bibliothek Chemie und Biochemie (DCB);Freiestrasse ;3;;3012;Bern;ch;dcb@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9528094, 7.4292923
B555;Uni Bern - Bibliothek Mittelstrasse (BMI);Bibliothek Mittelstrasse;Mittelstrasse ;43;;3012;Bern;ch;;;;;;g;;ja;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
B557;Uni Bern - Musikwissenschaft;Universitätsbibliothek Bern, Bibliothek Musikwissenschaft;Hallerstrasse ;5;;3012;Bern;ch;musik@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9517753, 7.4353089
B559;Naturhistorisches Museum, Bern;Naturhistorisches Museum, Bern;Bernastrasse ;15;;3005;Bern;ch;;;;;;g;;ja;CHNUR;8038;Über Institution;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;;;46.9421412, 7.4489427
B565;Uni Bern - Kunstgeschichte / Kunstmuseum;Universitätsbibliothek Bern, Bibliothek Kunstgeschichte / Kunstmuseum Bern;Hodlerstrasse ;8;;3011;Bern;ch;kunstgeschichte@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9509748, 7.4435716
B569;Uni Bern - Betriebswirtschaft;Universitätsbibliothek Bern, Bibliothek Betriebswirtschaft (BBW);Engehaldenstrasse ;4;;3012;Bern;ch;bbw@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9538083, 7.4404058
B571;Uni Bern - Bibliothek Weiterbildung;UB Bern - Bibliothek Weiterbildung;Schanzeneckstrasse ;1;;3012;Bern;ch;zuw@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.950255, 7.435815
B575;Uni Bern - Prähistorische Archäologie & Archäologie der Römischen Provinzen;Universitätsbibliothek Bern, Bibliothek Prähistorische Archäologie und Archäologie der römischen Privinzen;Muesmattstr. ;27;;3012;Bern;ch;urf.arp@ub.unibe.ch;;;;;g;;ja;SZBER;8024;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9421951, 7.4491923
